cell_format_version,scenario_schema_version,simulator_version,experiment_seeds,task_index,task_key,slice,profile,placement_index,utilization_percent,jitter,protocol,source_symbols,seed,cadence,admission,slow_receiver,sessions,price_egress,anchor_background,flow_count_match_single_tree,cloudcast_shared_topology,status,error
1,1,0.1.0,16,7,slice=main;profile=digitalocean-like;placement=1;utilization=30;jitter=true;protocol=Cloudcast POLICY on wansim transport;K=8192;seed=7;cadence=1x;admission=hybrid-drop;slow=none;sessions=1;cloudcast-shared-topology=true,main,digitalocean-like,1,30,true,Cloudcast POLICY on wansim transport,8192,7,1x,hybrid-drop,-1,1,true,true,false,true,success,
