task_index,task_key,profile_name,placement_id,barrier_ns,sender_ns,receiver0_ns,receiver1_ns,receiver2_ns,emissions,useful_emissions,tree0_emissions,tree1_emissions,drops,blocking_waits,positive_round_deficits,ack_probes,stall_ppm,link_drops,background_trunk_utilization_ppm,a4_trace_correlation_ppm,tree0_bytes,tree1_bytes,maximum_mailbox_high_water
134,slice=main;profile=digitalocean-like;placement=1;utilization=70;jitter=true;protocol=best-single-tree0;K=8192;seed=6;cadence=1x;admission=hybrid-drop;slow=none;sessions=1,digitalocean-like,west-origin,1886072372,1939506799,805784749,1097015666,1886072372,53906,26953,26953,26953,0,0,0,0,129300,701,390772,-184135,14682464,27791584,37164
