cell_format_version,scenario_schema_version,simulator_version,experiment_seeds,task_index,task_key,slice,profile,placement_index,utilization_percent,jitter,protocol,source_symbols,seed,cadence,admission,slow_receiver,sessions,price_egress,anchor_background,flow_count_match_single_tree,status,error
1,1,0.1.0,16,38,slice=main;profile=digitalocean-like;placement=1;utilization=30;jitter=true;protocol=per-stripe-fec;K=8192;seed=6;cadence=1x;admission=hybrid-drop;slow=none;sessions=1,main,digitalocean-like,1,30,true,per-stripe-fec,8192,6,1x,hybrid-drop,-1,1,true,true,false,success,
