research_scope,source_dof,seeds,trees,rate_profile,static_ratio,loss,loss_num,loss_den,receivers,feedback_rtt_ticks,protocol,receiver_observations,receiver_completion_ticks_sum,mean_receiver_completion_ticks,p95_receiver_completion_ticks,barrier_completion_ticks_sum,mean_barrier_completion_ticks,p95_barrier_completion_ticks,sender_stop_ticks_sum,mean_sender_stop_ticks,p95_sender_stop_ticks,total_emissions_sum,mean_total_emissions,p95_total_emissions,ownership_wasted_deliveries_sum,mean_ownership_wasted_deliveries,p95_ownership_wasted_deliveries,post_completion_tail_deliveries_sum,mean_post_completion_tail_deliveries,p95_post_completion_tail_deliveries,post_completion_tail_emissions_sum,mean_post_completion_tail_emissions,p95_post_completion_tail_emissions,opportunity_weighted_tree_utilization
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,bec-2.0pct,2,100,3,512,pooled_carousel,1536,11936570,7771.204427,10308,3984098,7781.441406,10309,4246242,8293.441406,10821,4609129,9002.205078,9290,0,0.000000,0,968022,1890.667969,2754,323448,631.734375,922,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,bec-2.0pct,2,100,8,8,equal_split_striping,4096,37441115,9140.897217,12499,4698821,9177.384766,12556,4702917,9185.384766,12564,4293908,8386.539062,8402,108484,211.882812,306,0,0.000000,0,0,0.000000,0,0.844554239
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,bec-2.0pct,2,100,8,8,rate_proportional_striping,4096,37441115,9140.897217,12499,4698821,9177.384766,12556,4702917,9185.384766,12564,4293908,8386.539062,8402,108484,211.882812,306,0,0.000000,0,0,0.000000,0,0.844554239
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,bec-2.0pct,2,100,8,8,per_stripe_fec,4096,37124228,9063.532227,12324,4654545,9090.908203,12339,4655057,9091.908203,12340,5033725,9831.494141,12195,5908511,11540.060547,30054,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,bec-2.0pct,2,100,8,8,pooled_rounds,4096,31865100,7779.565430,10316,3995073,7802.876953,10339,3999169,7810.876953,10347,4289731,8378.380859,8392,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.996757199
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,bec-2.0pct,2,100,8,8,pooled_carousel,4096,31832067,7771.500732,10308,3987742,7788.558594,10325,3991838,7796.558594,10333,4294265,8387.236328,8403,0,0.000000,0,111807,218.373047,320,4527,8.841797,13,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,bec-2.0pct,2,100,8,64,equal_split_striping,4096,37749529,9216.193604,12560,4760363,9297.583984,12716,4793131,9361.583984,12780,4293891,8386.505859,8402,108453,211.822266,306,0,0.000000,0,0,0.000000,0,0.826554637
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,bec-2.0pct,2,100,8,64,rate_proportional_striping,4096,37749529,9216.193604,12560,4760363,9297.583984,12716,4793131,9361.583984,12780,4293891,8386.505859,8402,108453,211.822266,306,0,0.000000,0,0,0.000000,0,0.826554637
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,bec-2.0pct,2,100,8,64,per_stripe_fec,4096,37124228,9063.532227,12324,4654545,9090.908203,12339,4655057,9091.908203,12340,5033725,9831.494141,12195,5908511,11540.060547,30054,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,bec-2.0pct,2,100,8,64,pooled_rounds,4096,32140046,7846.690918,10374,4054595,7919.130859,10452,4087363,7983.130859,10516,4289744,8378.406250,8393,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.971867184
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,bec-2.0pct,2,100,8,64,pooled_carousel,4096,31832067,7771.500732,10308,3987742,7788.558594,10325,4020510,7852.558594,10389,4330821,8458.634766,8500,0,0.000000,0,398472,778.265625,1082,41083,80.240234,119,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,bec-2.0pct,2,100,8,512,equal_split_striping,4096,40097025,9789.312744,13194,5240130,10234.628906,13655,5502274,10746.628906,14167,4293837,8386.400391,8402,108268,211.460938,312,0,0.000000,0,0,0.000000,0,0.710998222
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,bec-2.0pct,2,100,8,512,rate_proportional_striping,4096,40097025,9789.312744,13194,5240130,10234.628906,13655,5502274,10746.628906,14167,4293837,8386.400391,8402,108268,211.460938,312,0,0.000000,0,0,0.000000,0,0.710998222
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,bec-2.0pct,2,100,8,512,per_stripe_fec,4096,37124228,9063.532227,12324,4654545,9090.908203,12339,4655057,9091.908203,12340,5033725,9831.494141,12195,5908511,11540.060547,30054,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,bec-2.0pct,2,100,8,512,pooled_rounds,4096,34340177,8383.832275,10944,4528547,8844.818359,11448,4790691,9356.818359,11960,4289635,8378.193359,8392,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.818510169
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,bec-2.0pct,2,100,8,512,pooled_carousel,4096,31832067,7771.500732,10308,3987742,7788.558594,10325,4249886,8300.558594,10837,4613129,9010.017578,9300,0,0.000000,0,2611717,5101.009766,7352,323391,631.623047,922,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,1,8,equal_split_striping,512,4544683,8876.333984,12328,4544683,8876.333984,12328,4548779,8884.333984,12336,4240113,8281.470703,8355,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.855799420
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,1,8,rate_proportional_striping,512,4544683,8876.333984,12328,4544683,8876.333984,12328,4548779,8884.333984,12336,4240113,8281.470703,8355,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.855799420
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,1,8,per_stripe_fec,512,4516048,8820.406250,12196,4516048,8820.406250,12196,4516560,8821.406250,12197,4917699,9604.880859,11826,670105,1308.798828,3423,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,1,8,pooled_rounds,512,3934520,7684.609375,10191,3934520,7684.609375,10191,3938616,7692.609375,10199,4240074,8281.394531,8355,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.997676208
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,1,8,pooled_carousel,512,3930467,7676.693359,10188,3930467,7676.693359,10188,3934563,7684.693359,10196,4244699,8290.427734,8364,0,0.000000,0,4550,8.886719,14,4574,8.933594,14,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,1,64,equal_split_striping,512,4580382,8946.058594,12412,4580382,8946.058594,12412,4613150,9010.058594,12476,4240117,8281.478516,8355,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.842009265
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,1,64,rate_proportional_striping,512,4580382,8946.058594,12412,4580382,8946.058594,12412,4613150,9010.058594,12476,4240117,8281.478516,8355,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.842009265
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,1,64,per_stripe_fec,512,4516048,8820.406250,12196,4516048,8820.406250,12196,4516560,8821.406250,12197,4917699,9604.880859,11826,670105,1308.798828,3423,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,1,64,pooled_rounds,512,3968481,7750.939453,10244,3968481,7750.939453,10244,4001249,7814.939453,10308,4239943,8281.138672,8355,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.979497276
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,1,64,pooled_carousel,512,3930467,7676.693359,10188,3930467,7676.693359,10188,3963235,7740.693359,10252,4281260,8361.835938,8442,0,0.000000,0,40786,79.660156,118,41135,80.341797,118,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,1,512,equal_split_striping,512,4854292,9481.039062,13024,4854292,9481.039062,13024,5116436,9993.039062,13536,4240065,8281.376953,8356,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.749197849
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,1,512,rate_proportional_striping,512,4854292,9481.039062,13024,4854292,9481.039062,13024,5116436,9993.039062,13536,4240065,8281.376953,8356,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.749197849
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,1,512,per_stripe_fec,512,4516048,8820.406250,12196,4516048,8820.406250,12196,4516560,8821.406250,12197,4917699,9604.880859,11826,670105,1308.798828,3423,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,1,512,pooled_rounds,512,4244747,8290.521484,10716,4244747,8290.521484,10716,4506891,8802.521484,11228,4240137,8281.517578,8355,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.857342252
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,1,512,pooled_carousel,512,3930467,7676.693359,10188,3930467,7676.693359,10188,4192611,8188.693359,10700,4565473,8916.939453,9206,0,0.000000,0,321808,628.531250,915,325348,635.445312,918,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,3,8,equal_split_striping,1536,13643188,8882.283854,12400,4581443,8948.130859,12462,4585539,8956.130859,12470,4266442,8332.894531,8406,75080,146.640625,278,0,0.000000,0,0,0.000000,0,0.854195214
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,3,8,rate_proportional_striping,1536,13643188,8882.283854,12400,4581443,8948.130859,12462,4585539,8956.130859,12470,4266442,8332.894531,8406,75080,146.640625,278,0,0.000000,0,0,0.000000,0,0.854195214
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,3,8,per_stripe_fec,1536,13550944,8822.229167,12254,4540001,8867.189453,12264,4540513,8868.189453,12265,4944605,9657.431641,11826,2087317,4076.791016,10522,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,3,8,pooled_rounds,1536,11805709,7686.008464,10200,3951827,7718.412109,10260,3955923,7726.412109,10268,4259141,8318.634766,8384,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.997579796
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,3,8,pooled_carousel,1536,11794231,7678.535807,10196,3947299,7709.568359,10254,3951395,7717.568359,10262,4263724,8327.585938,8394,0,0.000000,0,67059,130.974609,254,4553,8.892578,14,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,3,64,equal_split_striping,1536,13741111,8946.035807,12412,4620196,9023.820312,12538,4652964,9087.820312,12602,4266531,8333.068359,8405,75383,147.232422,279,0,0.000000,0,0,0.000000,0,0.839778213
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,3,64,rate_proportional_striping,1536,13741111,8946.035807,12412,4620196,9023.820312,12538,4652964,9087.820312,12602,4266531,8333.068359,8405,75383,147.232422,279,0,0.000000,0,0,0.000000,0,0.839778213
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,3,64,per_stripe_fec,1536,13550944,8822.229167,12254,4540001,8867.189453,12264,4540513,8868.189453,12265,4944605,9657.431641,11826,2087317,4076.791016,10522,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,3,64,pooled_rounds,1536,11900099,7747.460286,10259,3987928,7788.921875,10302,4020696,7852.921875,10366,4259026,8318.410156,8384,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.979051551
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,3,64,pooled_carousel,1536,11794231,7678.535807,10196,3947299,7709.568359,10254,3980067,7773.568359,10318,4300126,8398.683594,8473,0,0.000000,0,175325,342.431641,509,40955,79.990234,118,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,3,512,equal_split_striping,1536,14503522,9442.397135,12980,4912605,9594.931641,13142,5174749,10106.931641,13654,4266543,8333.091797,8404,75567,147.591797,283,0,0.000000,0,0,0.000000,0,0.745008892
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,3,512,rate_proportional_striping,1536,14503522,9442.397135,12980,4912605,9594.931641,13142,5174749,10106.931641,13654,4266543,8333.091797,8404,75567,147.591797,283,0,0.000000,0,0,0.000000,0,0.745008892
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,3,512,per_stripe_fec,1536,13550944,8822.229167,12254,4540001,8867.189453,12264,4540513,8868.189453,12265,4944605,9657.431641,11826,2087317,4076.791016,10522,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,3,512,pooled_rounds,1536,12658465,8241.188151,10762,4284683,8368.521484,10990,4546827,8880.521484,11502,4259358,8319.058594,8384,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.852562175
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,3,512,pooled_carousel,1536,11794231,7678.535807,10196,3947299,7709.568359,10254,4209443,8221.568359,10766,4584704,8954.500000,9247,0,0.000000,0,1019359,1990.935547,2870,325533,635.806641,921,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,8,8,equal_split_striping,4096,36366671,8878.581787,12304,4604947,8994.037109,12440,4609043,9002.037109,12448,4287394,8373.816406,8451,370199,723.044922,1185,0,0.000000,0,0,0.000000,0,0.853876636
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,8,8,rate_proportional_striping,4096,36366671,8878.581787,12304,4604947,8994.037109,12440,4609043,9002.037109,12448,4287394,8373.816406,8451,370199,723.044922,1185,0,0.000000,0,0,0.000000,0,0.853876636
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,8,8,per_stripe_fec,4096,36128155,8820.350342,12196,4559730,8905.722656,12294,4560242,8906.722656,12295,4966908,9700.992188,11826,5746547,11223.724609,27966,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,8,8,pooled_rounds,4096,31477023,7684.820068,10203,3963386,7740.988281,10260,3967482,7748.988281,10268,4272051,8343.849609,8404,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.997542134
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,8,8,pooled_carousel,4096,31447957,7677.723877,10200,3958722,7731.878906,10254,3962818,7739.878906,10262,4276621,8352.775391,8414,0,0.000000,0,285053,556.744141,941,4545,8.876953,14,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,8,64,equal_split_striping,4096,36618971,8940.178467,12360,4647266,9076.691406,12478,4680034,9140.691406,12542,4287437,8373.900391,8451,370467,723.568359,1199,0,0.000000,0,0,0.000000,0,0.838928293
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,8,64,rate_proportional_striping,4096,36618971,8940.178467,12360,4647266,9076.691406,12478,4680034,9140.691406,12542,4287437,8373.900391,8451,370467,723.568359,1199,0,0.000000,0,0,0.000000,0,0.838928293
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,8,64,per_stripe_fec,4096,36128155,8820.350342,12196,4559730,8905.722656,12294,4560242,8906.722656,12295,4966908,9700.992188,11826,5746547,11223.724609,27966,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,8,64,pooled_rounds,4096,31720937,7744.369385,10259,4002256,7816.906250,10302,4035024,7880.906250,10366,4272053,8343.853516,8404,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.978311838
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,8,64,pooled_carousel,4096,31447957,7677.723877,10200,3958722,7731.878906,10254,3991490,7795.878906,10318,4312961,8423.751953,8496,0,0.000000,0,572875,1118.896484,1574,40885,79.853516,118,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,8,512,equal_split_striping,4096,38571004,9416.749023,12844,4966827,9700.833984,13142,5228971,10212.833984,13654,4287606,8374.230469,8455,372041,726.642578,1205,0,0.000000,0,0,0.000000,0,0.740857227
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,8,512,rate_proportional_striping,4096,38571004,9416.749023,12844,4966827,9700.833984,13142,5228971,10212.833984,13654,4287606,8374.230469,8455,372041,726.642578,1205,0,0.000000,0,0,0.000000,0,0.740857227
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,8,512,per_stripe_fec,4096,36128155,8820.350342,12196,4559730,8905.722656,12294,4560242,8906.722656,12295,4966908,9700.992188,11826,5746547,11223.724609,27966,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,8,512,pooled_rounds,4096,33650291,8215.403076,10744,4313492,8424.789062,10900,4575636,8936.789062,11412,4272250,8344.238281,8406,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.849301365
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-short-1.089pct,11,1010,8,512,pooled_carousel,4096,31447957,7677.723877,10200,3958722,7731.878906,10254,4220866,8243.878906,10766,4597529,8979.548828,9267,0,0.000000,0,2824546,5516.691406,7749,325453,635.650391,924,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-long-1.089pct,11,1010,1,8,equal_split_striping,512,4663938,9109.253906,12411,4663938,9109.253906,12411,4668034,9117.253906,12419,4240447,8282.123047,8544,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.841906941
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-long-1.089pct,11,1010,1,8,rate_proportional_striping,512,4663938,9109.253906,12411,4663938,9109.253906,12411,4668034,9117.253906,12419,4240447,8282.123047,8544,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.841906941
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-long-1.089pct,11,1010,1,8,per_stripe_fec,512,4621360,9026.093750,12172,4621360,9026.093750,12172,4621872,9027.093750,12173,4983483,9733.365234,12139,736220,1437.929688,3790,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-long-1.089pct,11,1010,1,8,pooled_rounds,512,3965037,7744.212891,10307,3965037,7744.212891,10307,3969133,7752.212891,10315,4239500,8280.273438,8560,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.997810912
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-long-1.089pct,11,1010,1,8,pooled_carousel,512,3961215,7736.748047,10300,3961215,7736.748047,10300,3965311,7744.748047,10308,4243972,8289.007812,8566,0,0.000000,0,4436,8.664062,14,4453,8.697266,14,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-long-1.089pct,11,1010,1,64,equal_split_striping,512,4695643,9171.177734,12468,4695643,9171.177734,12468,4728411,9235.177734,12532,4240125,8281.494141,8534,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.829021344
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-long-1.089pct,11,1010,1,64,rate_proportional_striping,512,4695643,9171.177734,12468,4695643,9171.177734,12468,4728411,9235.177734,12532,4240125,8281.494141,8534,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.829021344
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-long-1.089pct,11,1010,1,64,per_stripe_fec,512,4621360,9026.093750,12172,4621360,9026.093750,12172,4621872,9027.093750,12173,4983483,9733.365234,12139,736220,1437.929688,3790,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-long-1.089pct,11,1010,1,64,pooled_rounds,512,3997526,7807.667969,10363,3997526,7807.667969,10363,4030294,7871.667969,10427,4239465,8280.205078,8560,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.980269812
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-long-1.089pct,11,1010,1,64,pooled_carousel,512,3961215,7736.748047,10300,3961215,7736.748047,10300,3993983,7800.748047,10364,4279994,8359.363281,8632,0,0.000000,0,40289,78.689453,119,40475,79.052734,119,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-long-1.089pct,11,1010,1,512,equal_split_striping,512,4952033,9671.939453,13000,4952033,9671.939453,13000,5214177,10183.939453,13512,4240266,8281.769531,8553,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.741701121
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-long-1.089pct,11,1010,1,512,rate_proportional_striping,512,4952033,9671.939453,13000,4952033,9671.939453,13000,5214177,10183.939453,13512,4240266,8281.769531,8553,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.741701121
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-long-1.089pct,11,1010,1,512,per_stripe_fec,512,4621360,9026.093750,12172,4621360,9026.093750,12172,4621872,9027.093750,12173,4983483,9733.365234,12139,736220,1437.929688,3790,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-long-1.089pct,11,1010,1,512,pooled_rounds,512,4249678,8300.152344,10822,4249678,8300.152344,10822,4511822,8812.152344,11334,4239752,8280.765625,8564,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.863137301
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-long-1.089pct,11,1010,1,512,pooled_carousel,512,3961215,7736.748047,10300,3961215,7736.748047,10300,4223359,8248.748047,10812,4563366,8912.824219,9307,0,0.000000,0,320547,626.068359,926,323847,632.513672,929,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-long-1.089pct,11,1010,3,8,equal_split_striping,1536,14020037,9127.628255,12480,4774821,9325.822266,12614,4778917,9333.822266,12622,4312398,8422.652344,8776,201947,394.427734,984,0,0.000000,0,0,0.000000,0,0.835385541
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,seeded-bounded-random-walk,,ge-long-1.089pct,11,1010,3,8,rate_proportional_striping,1536,14020037,9127.628255,12480,4774821,9325.822266,12614,4778917,9333.822266,12622,4312398,8422.652344,8776,201947,394.427734,984,0,0.000000,0,0,0.000000,0,0.835385541
