research_scope,source_dof,seeds,trees,rate_profile,static_ratio,loss,loss_num,loss_den,receivers,feedback_rtt_ticks,protocol,receiver_observations,receiver_completion_ticks_sum,mean_receiver_completion_ticks,p95_receiver_completion_ticks,barrier_completion_ticks_sum,mean_barrier_completion_ticks,p95_barrier_completion_ticks,sender_stop_ticks_sum,mean_sender_stop_ticks,p95_sender_stop_ticks,total_emissions_sum,mean_total_emissions,p95_total_emissions,ownership_wasted_deliveries_sum,mean_ownership_wasted_deliveries,p95_ownership_wasted_deliveries,post_completion_tail_deliveries_sum,mean_post_completion_tail_deliveries,p95_post_completion_tail_deliveries,post_completion_tail_emissions_sum,mean_post_completion_tail_emissions,p95_post_completion_tail_emissions,opportunity_weighted_tree_utilization
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,1,8,per_stripe_fec,512,1089202,2127.347656,2362,1089202,2127.347656,2362,1089714,2128.347656,2363,4356136,8508.078125,9447,111594,217.957031,917,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,1,8,pooled_rounds,512,1065149,2080.369141,2156,1065149,2080.369141,2156,1069245,2088.369141,2164,4242771,8286.662109,8576,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.992476839
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,1,8,pooled_carousel,512,1060907,2072.083984,2144,1060907,2072.083984,2144,1065003,2080.083984,2152,4257964,8316.335938,8604,0,0.000000,0,15029,29.353516,31,15147,29.583984,31,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,1,64,equal_split_striping,512,1125470,2198.183594,2458,1125470,2198.183594,2458,1158238,2262.183594,2522,4242707,8286.537109,8573,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.916172523
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,1,64,rate_proportional_striping,512,1125470,2198.183594,2458,1125470,2198.183594,2458,1158238,2262.183594,2522,4242707,8286.537109,8573,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.916172523
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,1,64,per_stripe_fec,512,1089202,2127.347656,2362,1089202,2127.347656,2362,1089714,2128.347656,2363,4356136,8508.078125,9447,111594,217.957031,917,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,1,64,pooled_rounds,512,1098178,2144.878906,2257,1098178,2144.878906,2257,1130946,2208.878906,2321,4242515,8286.162109,8575,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.938249159
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,1,64,pooled_carousel,512,1060907,2072.083984,2144,1060907,2072.083984,2144,1093675,2136.083984,2208,4372652,8540.335938,8828,0,0.000000,0,128817,251.595703,255,129835,253.583984,255,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,1,512,equal_split_striping,512,1384582,2704.261719,3270,1384582,2704.261719,3270,1646726,3216.261719,3782,4242161,8285.470703,8565,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.644229881
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,1,512,rate_proportional_striping,512,1384582,2704.261719,3270,1384582,2704.261719,3270,1646726,3216.261719,3782,4242161,8285.470703,8565,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.644229881
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,1,512,per_stripe_fec,512,1089202,2127.347656,2362,1089202,2127.347656,2362,1089714,2128.347656,2363,4356136,8508.078125,9447,111594,217.957031,917,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,1,512,pooled_rounds,512,1354098,2644.722656,3139,1354098,2644.722656,3139,1616242,3156.722656,3651,4242160,8285.468750,8576,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.656384421
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,1,512,pooled_carousel,512,1060907,2072.083984,2144,1060907,2072.083984,2144,1323051,2584.083984,2656,5290156,10332.335938,10620,0,0.000000,0,1037344,2026.062500,2046,1047339,2045.583984,2047,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,3,8,equal_split_striping,1536,3282215,2136.858724,2385,1139569,2225.720703,2465,1143665,2233.720703,2473,4320841,8439.142578,8819,233365,455.791016,1158,0,0.000000,0,0,0.000000,0,0.944939348
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,3,8,rate_proportional_striping,1536,3282215,2136.858724,2385,1139569,2225.720703,2465,1143665,2233.720703,2473,4320841,8439.142578,8819,233365,455.791016,1158,0,0.000000,0,0,0.000000,0,0.944939348
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,3,8,per_stripe_fec,1536,3265774,2126.154948,2361,1134468,2215.757812,2448,1134980,2216.757812,2449,4537163,8861.646484,9789,875887,1710.716797,4176,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,3,8,pooled_rounds,1536,3194864,2079.989583,2153,1079624,2108.640625,2190,1083720,2116.640625,2198,4293970,8386.660156,8676,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.991030808
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,3,8,pooled_carousel,1536,3181766,2071.462240,2141,1073679,2097.029297,2169,1077775,2105.029297,2177,4309052,8416.117188,8704,0,0.000000,0,201053,392.681641,964,15124,29.539062,31,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,3,64,equal_split_striping,1536,3376313,2198.120443,2475,1175093,2295.103516,2560,1207861,2359.103516,2624,4318903,8435.357422,8819,229013,447.291016,1155,0,0.000000,0,0,0.000000,0,0.894294649
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,3,64,rate_proportional_striping,1536,3376313,2198.120443,2475,1175093,2295.103516,2560,1207861,2359.103516,2624,4318903,8435.357422,8819,229013,447.291016,1155,0,0.000000,0,0,0.000000,0,0.894294649
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,3,64,per_stripe_fec,1536,3265774,2126.154948,2361,1134468,2215.757812,2448,1134980,2216.757812,2449,4537163,8861.646484,9789,875887,1710.716797,4176,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,3,64,pooled_rounds,1536,3287847,2140.525391,2243,1115307,2178.333984,2296,1148075,2242.333984,2360,4293524,8385.789062,8677,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.935356926
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,3,64,pooled_carousel,1536,3181766,2071.462240,2141,1073679,2097.029297,2169,1106447,2161.029297,2233,4423740,8640.117188,8928,0,0.000000,0,541582,1057.777344,1636,129812,253.539062,255,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,3,512,equal_split_striping,1536,4128984,2688.140625,3270,1465759,2862.810547,3421,1727903,3374.810547,3933,4316369,8430.408203,8803,224419,438.318359,1142,0,0.000000,0,0,0.000000,0,0.624694843
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,3,512,rate_proportional_striping,1536,4128984,2688.140625,3270,1465759,2862.810547,3421,1727903,3374.810547,3933,4316369,8430.408203,8803,224419,438.318359,1142,0,0.000000,0,0,0.000000,0,0.624694843
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,3,512,per_stripe_fec,1536,3265774,2126.154948,2361,1134468,2215.757812,2448,1134980,2216.757812,2449,4537163,8861.646484,9789,875887,1710.716797,4176,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,3,512,pooled_rounds,1536,4018891,2616.465495,3108,1386515,2708.037109,3172,1648659,3220.037109,3684,4292054,8382.917969,8664,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.651042352
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,3,512,pooled_carousel,1536,3181766,2071.462240,2141,1073679,2097.029297,2169,1335823,2609.029297,2681,5341244,10432.117188,10720,0,0.000000,0,3267260,6381.367188,6916,1047316,2045.539062,2047,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,8,8,equal_split_striping,4096,8761088,2138.937500,2382,1192271,2328.654297,2578,1196367,2336.654297,2586,4455759,8702.654297,9144,1689498,3299.800781,6276,0,0.000000,0,0,0.000000,0,0.931500684
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,8,8,rate_proportional_striping,4096,8761088,2138.937500,2382,1192271,2328.654297,2578,1196367,2336.654297,2586,4455759,8702.654297,9144,1689498,3299.800781,6276,0,0.000000,0,0,0.000000,0,0.931500684
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,8,8,per_stripe_fec,4096,8709915,2126.444092,2348,1184666,2313.800781,2550,1185178,2314.800781,2551,4737917,9253.744141,10199,3924431,7664.904297,14901,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,8,8,pooled_rounds,4096,8516945,2079.332275,2149,1094499,2137.693359,2208,1098595,2145.693359,2216,4351893,8499.791016,8767,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.990793273
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,8,8,pooled_carousel,4096,8485529,2071.662354,2138,1088187,2125.365234,2192,1092283,2133.365234,2200,4367084,8529.460938,8796,0,0.000000,0,992493,1938.462891,3670,15073,29.439453,31,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,8,64,equal_split_striping,4096,9005484,2198.604492,2463,1232416,2407.062500,2675,1265184,2471.062500,2739,4451592,8694.515625,9119,1659524,3241.257812,6205,0,0.000000,0,0,0.000000,0,0.879989436
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,8,64,rate_proportional_striping,4096,9005484,2198.604492,2463,1232416,2407.062500,2675,1265184,2471.062500,2739,4451592,8694.515625,9119,1659524,3241.257812,6205,0,0.000000,0,0,0.000000,0,0.879989436
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,8,64,per_stripe_fec,4096,8709915,2126.444092,2348,1184666,2313.800781,2550,1185178,2314.800781,2551,4737917,9253.744141,10199,3924431,7664.904297,14901,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,8,64,pooled_rounds,4096,8756946,2137.926270,2225,1133901,2214.650391,2320,1166669,2278.650391,2384,4350609,8497.283203,8749,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.932680805
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,8,64,pooled_carousel,4096,8485529,2071.662354,2138,1088187,2125.365234,2192,1120955,2189.365234,2256,4481772,8753.460938,9020,0,0.000000,0,1900438,3711.792969,5409,129761,253.439453,255,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,8,512,equal_split_striping,4096,10973270,2679.020996,3289,1563805,3054.306641,3571,1825949,3566.306641,4083,4447411,8686.349609,9097,1630240,3184.062500,5987,0,0.000000,0,0,0.000000,0,0.609088536
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,8,512,rate_proportional_striping,4096,10973270,2679.020996,3289,1563805,3054.306641,3571,1825949,3566.306641,4083,4447411,8686.349609,9097,1630240,3184.062500,5987,0,0.000000,0,0,0.000000,0,0.609088536
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,8,512,per_stripe_fec,4096,8709915,2126.444092,2348,1184666,2313.800781,2550,1185178,2314.800781,2551,4737917,9253.744141,10199,3924431,7664.904297,14901,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,8,512,pooled_rounds,4096,10659295,2602.366943,2669,1430917,2794.759766,3201,1693061,3306.759766,3713,4348907,8493.958984,8749,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.642360576
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-1to1,1,ge-long-1.089pct,11,1010,8,512,pooled_carousel,4096,8485529,2071.662354,2138,1088187,2125.365234,2192,1350331,2637.365234,2704,5399276,10545.460938,10812,0,0.000000,0,9161299,17893.162109,19646,1047265,2045.439453,2047,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,1,8,equal_split_striping,512,2097152,4096.000000,4096,2097152,4096.000000,4096,2101248,4104.000000,4104,4194304,8192.000000,8192,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.798751950
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,1,8,rate_proportional_striping,512,1678336,3278.000000,3278,1678336,3278.000000,3278,1682432,3286.000000,3286,4194304,8192.000000,8192,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.997686031
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,1,8,per_stripe_fec,512,1678336,3278.000000,3278,1678336,3278.000000,3278,1678848,3279.000000,3279,4194816,8193.000000,8193,512,1.000000,1,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,1,8,pooled_rounds,512,1678336,3278.000000,3278,1678336,3278.000000,3278,1682432,3286.000000,3286,4194304,8192.000000,8192,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.997686031
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,1,8,pooled_carousel,512,1678336,3278.000000,3278,1678336,3278.000000,3278,1682432,3286.000000,3286,4204032,8211.000000,8211,0,0.000000,0,9728,19.000000,19,9728,19.000000,19,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,1,64,equal_split_striping,512,2097152,4096.000000,4096,2097152,4096.000000,4096,2129920,4160.000000,4160,4194304,8192.000000,8192,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.787995383
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,1,64,rate_proportional_striping,512,1678336,3278.000000,3278,1678336,3278.000000,3278,1711104,3342.000000,3342,4194304,8192.000000,8192,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.980960364
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,1,64,per_stripe_fec,512,1678336,3278.000000,3278,1678336,3278.000000,3278,1678848,3279.000000,3279,4194816,8193.000000,8193,512,1.000000,1,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,1,64,pooled_rounds,512,1678336,3278.000000,3278,1678336,3278.000000,3278,1711104,3342.000000,3342,4194304,8192.000000,8192,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.980960364
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,1,64,pooled_carousel,512,1678336,3278.000000,3278,1678336,3278.000000,3278,1711104,3342.000000,3342,4275712,8351.000000,8351,0,0.000000,0,81408,159.000000,159,81408,159.000000,159,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,1,512,equal_split_striping,512,2097152,4096.000000,4096,2097152,4096.000000,4096,2359296,4608.000000,4608,4194304,8192.000000,8192,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.711358110
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,1,512,rate_proportional_striping,512,1678336,3278.000000,3278,1678336,3278.000000,3278,1940480,3790.000000,3790,4194304,8192.000000,8192,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.864956182
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,1,512,per_stripe_fec,512,1678336,3278.000000,3278,1678336,3278.000000,3278,1678848,3279.000000,3279,4194816,8193.000000,8193,512,1.000000,1,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,1,512,pooled_rounds,512,1678336,3278.000000,3278,1678336,3278.000000,3278,1940480,3790.000000,3790,4194304,8192.000000,8192,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.864956182
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,1,512,pooled_carousel,512,1678336,3278.000000,3278,1678336,3278.000000,3278,1940480,3790.000000,3790,4849152,9471.000000,9471,0,0.000000,0,654848,1279.000000,1279,654848,1279.000000,1279,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,3,8,equal_split_striping,1536,6291456,4096.000000,4096,2097152,4096.000000,4096,2101248,4104.000000,4104,4194304,8192.000000,8192,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.798751950
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,3,8,rate_proportional_striping,1536,5035008,3278.000000,3278,1678336,3278.000000,3278,1682432,3286.000000,3286,4194304,8192.000000,8192,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.997686031
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,3,8,per_stripe_fec,1536,5035008,3278.000000,3278,1678336,3278.000000,3278,1678848,3279.000000,3279,4194816,8193.000000,8193,1536,3.000000,3,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,3,8,pooled_rounds,1536,5035008,3278.000000,3278,1678336,3278.000000,3278,1682432,3286.000000,3286,4194304,8192.000000,8192,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.997686031
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,3,8,pooled_carousel,1536,5035008,3278.000000,3278,1678336,3278.000000,3278,1682432,3286.000000,3286,4204032,8211.000000,8211,0,0.000000,0,29184,57.000000,57,9728,19.000000,19,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,3,64,equal_split_striping,1536,6291456,4096.000000,4096,2097152,4096.000000,4096,2129920,4160.000000,4160,4194304,8192.000000,8192,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.787995383
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,3,64,rate_proportional_striping,1536,5035008,3278.000000,3278,1678336,3278.000000,3278,1711104,3342.000000,3342,4194304,8192.000000,8192,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.980960364
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,3,64,per_stripe_fec,1536,5035008,3278.000000,3278,1678336,3278.000000,3278,1678848,3279.000000,3279,4194816,8193.000000,8193,1536,3.000000,3,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,3,64,pooled_rounds,1536,5035008,3278.000000,3278,1678336,3278.000000,3278,1711104,3342.000000,3342,4194304,8192.000000,8192,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.980960364
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,3,64,pooled_carousel,1536,5035008,3278.000000,3278,1678336,3278.000000,3278,1711104,3342.000000,3342,4275712,8351.000000,8351,0,0.000000,0,244224,477.000000,477,81408,159.000000,159,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,3,512,equal_split_striping,1536,6291456,4096.000000,4096,2097152,4096.000000,4096,2359296,4608.000000,4608,4194304,8192.000000,8192,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.711358110
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,3,512,rate_proportional_striping,1536,5035008,3278.000000,3278,1678336,3278.000000,3278,1940480,3790.000000,3790,4194304,8192.000000,8192,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.864956182
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,3,512,per_stripe_fec,1536,5035008,3278.000000,3278,1678336,3278.000000,3278,1678848,3279.000000,3279,4194816,8193.000000,8193,1536,3.000000,3,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,3,512,pooled_rounds,1536,5035008,3278.000000,3278,1678336,3278.000000,3278,1940480,3790.000000,3790,4194304,8192.000000,8192,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.864956182
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,3,512,pooled_carousel,1536,5035008,3278.000000,3278,1678336,3278.000000,3278,1940480,3790.000000,3790,4849152,9471.000000,9471,0,0.000000,0,1964544,3837.000000,3837,654848,1279.000000,1279,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,8,8,equal_split_striping,4096,16777216,4096.000000,4096,2097152,4096.000000,4096,2101248,4104.000000,4104,4194304,8192.000000,8192,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.798751950
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,8,8,rate_proportional_striping,4096,13426688,3278.000000,3278,1678336,3278.000000,3278,1682432,3286.000000,3286,4194304,8192.000000,8192,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.997686031
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,8,8,per_stripe_fec,4096,13426688,3278.000000,3278,1678336,3278.000000,3278,1678848,3279.000000,3279,4194816,8193.000000,8193,4096,8.000000,8,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,8,8,pooled_rounds,4096,13426688,3278.000000,3278,1678336,3278.000000,3278,1682432,3286.000000,3286,4194304,8192.000000,8192,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.997686031
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,8,8,pooled_carousel,4096,13426688,3278.000000,3278,1678336,3278.000000,3278,1682432,3286.000000,3286,4204032,8211.000000,8211,0,0.000000,0,77824,152.000000,152,9728,19.000000,19,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,8,64,equal_split_striping,4096,16777216,4096.000000,4096,2097152,4096.000000,4096,2129920,4160.000000,4160,4194304,8192.000000,8192,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.787995383
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,8,64,rate_proportional_striping,4096,13426688,3278.000000,3278,1678336,3278.000000,3278,1711104,3342.000000,3342,4194304,8192.000000,8192,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.980960364
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,8,64,per_stripe_fec,4096,13426688,3278.000000,3278,1678336,3278.000000,3278,1678848,3279.000000,3279,4194816,8193.000000,8193,4096,8.000000,8,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,8,64,pooled_rounds,4096,13426688,3278.000000,3278,1678336,3278.000000,3278,1711104,3342.000000,3342,4194304,8192.000000,8192,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.980960364
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-2to1,2,none,0,1,8,64,pooled_carousel,4096,13426688,3278.000000,3278,1678336,3278.000000,3278,1711104,3342.000000,3342,4275712,8351.000000,8351,0,0.000000,0,651264,1272.000000,1272,81408,159.000000,159,1.000000000
