research_scope,source_dof,seeds,trees,rate_profile,loss,receivers,feedback_rtt_ticks,protocol,tree_index,emissions_sum,available_opportunities_sum,utilization
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,rate_proportional_striping,3,465920,467968,0.995623632
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,rate_proportional_striping,4,465920,467968,0.995623632
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,rate_proportional_striping,5,465920,467968,0.995623632
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,rate_proportional_striping,6,465920,467968,0.995623632
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,rate_proportional_striping,7,465920,467968,0.995623632
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,per_stripe_fec,0,932864,932864,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,per_stripe_fec,1,466432,466432,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,per_stripe_fec,2,465920,465920,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,per_stripe_fec,3,465920,465920,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,per_stripe_fec,4,465920,465920,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,per_stripe_fec,5,465920,465920,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,per_stripe_fec,6,465920,465920,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,per_stripe_fec,7,465920,465920,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,pooled_rounds,0,932864,936448,0.996172772
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,pooled_rounds,1,465920,467968,0.995623632
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,pooled_rounds,2,465920,467968,0.995623632
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,pooled_rounds,3,465920,467968,0.995623632
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,pooled_rounds,4,465920,467968,0.995623632
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,pooled_rounds,5,465920,467968,0.995623632
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,pooled_rounds,6,465920,467968,0.995623632
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,pooled_rounds,7,465920,467968,0.995623632
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,pooled_carousel,0,936448,936448,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,pooled_carousel,1,467968,467968,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,pooled_carousel,2,467968,467968,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,pooled_carousel,3,467968,467968,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,pooled_carousel,4,467968,467968,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,pooled_carousel,5,467968,467968,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,pooled_carousel,6,467968,467968,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,8,pooled_carousel,7,467968,467968,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,equal_split_striping,0,524288,1080832,0.485078162
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,equal_split_striping,1,524288,540160,0.970616114
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,equal_split_striping,2,524288,540160,0.970616114
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,equal_split_striping,3,524288,540160,0.970616114
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,equal_split_striping,4,524288,540160,0.970616114
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,equal_split_striping,5,524288,540160,0.970616114
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,equal_split_striping,6,524288,540160,0.970616114
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,equal_split_striping,7,524288,540160,0.970616114
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,rate_proportional_striping,0,932352,965120,0.966047745
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,rate_proportional_striping,1,466432,482304,0.967091295
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,rate_proportional_striping,2,465920,482304,0.966029724
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,rate_proportional_striping,3,465920,482304,0.966029724
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,rate_proportional_striping,4,465920,482304,0.966029724
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,rate_proportional_striping,5,465920,482304,0.966029724
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,rate_proportional_striping,6,465920,482304,0.966029724
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,rate_proportional_striping,7,465920,482304,0.966029724
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,per_stripe_fec,0,932864,932864,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,per_stripe_fec,1,466432,466432,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,per_stripe_fec,2,465920,465920,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,per_stripe_fec,3,465920,465920,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,per_stripe_fec,4,465920,465920,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,per_stripe_fec,5,465920,465920,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,per_stripe_fec,6,465920,465920,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,per_stripe_fec,7,465920,465920,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,pooled_rounds,0,932864,965120,0.966578249
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,pooled_rounds,1,465920,482304,0.966029724
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,pooled_rounds,2,465920,482304,0.966029724
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,pooled_rounds,3,465920,482304,0.966029724
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,pooled_rounds,4,465920,482304,0.966029724
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,pooled_rounds,5,465920,482304,0.966029724
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,pooled_rounds,6,465920,482304,0.966029724
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,pooled_rounds,7,465920,482304,0.966029724
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,pooled_carousel,0,965120,965120,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,pooled_carousel,1,482304,482304,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,pooled_carousel,2,482304,482304,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,pooled_carousel,3,482304,482304,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,pooled_carousel,4,482304,482304,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,pooled_carousel,5,482304,482304,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,pooled_carousel,6,482304,482304,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,64,pooled_carousel,7,482304,482304,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,equal_split_striping,0,524288,1310208,0.400156311
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,equal_split_striping,1,524288,654848,0.800625489
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,equal_split_striping,2,524288,654848,0.800625489
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,equal_split_striping,3,524288,654848,0.800625489
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,equal_split_striping,4,524288,654848,0.800625489
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,equal_split_striping,5,524288,654848,0.800625489
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,equal_split_striping,6,524288,654848,0.800625489
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,equal_split_striping,7,524288,654848,0.800625489
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,rate_proportional_striping,0,932352,1194496,0.780540077
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,rate_proportional_striping,1,466432,596992,0.781303602
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,rate_proportional_striping,2,465920,596992,0.780445969
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,rate_proportional_striping,3,465920,596992,0.780445969
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,rate_proportional_striping,4,465920,596992,0.780445969
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,rate_proportional_striping,5,465920,596992,0.780445969
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,rate_proportional_striping,6,465920,596992,0.780445969
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,rate_proportional_striping,7,465920,596992,0.780445969
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,per_stripe_fec,0,932864,932864,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,per_stripe_fec,1,466432,466432,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,per_stripe_fec,2,465920,465920,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,per_stripe_fec,3,465920,465920,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,per_stripe_fec,4,465920,465920,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,per_stripe_fec,5,465920,465920,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,per_stripe_fec,6,465920,465920,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,per_stripe_fec,7,465920,465920,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,pooled_rounds,0,932864,1194496,0.780968710
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,pooled_rounds,1,465920,596992,0.780445969
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,pooled_rounds,2,465920,596992,0.780445969
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,pooled_rounds,3,465920,596992,0.780445969
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,pooled_rounds,4,465920,596992,0.780445969
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,pooled_rounds,5,465920,596992,0.780445969
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,pooled_rounds,6,465920,596992,0.780445969
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,pooled_rounds,7,465920,596992,0.780445969
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,pooled_carousel,0,1194496,1194496,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,pooled_carousel,1,596992,596992,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,pooled_carousel,2,596992,596992,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,pooled_carousel,3,596992,596992,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,pooled_carousel,4,596992,596992,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,pooled_carousel,5,596992,596992,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,pooled_carousel,6,596992,596992,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,none,8,512,pooled_carousel,7,596992,596992,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,equal_split_striping,0,526950,1064558,0.494994167
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,equal_split_striping,1,526836,532023,0.990250422
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,equal_split_striping,2,526939,532023,0.990444022
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,equal_split_striping,3,526966,532023,0.990494772
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,equal_split_striping,4,526929,532023,0.990425226
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,equal_split_striping,5,527015,532023,0.990586873
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,equal_split_striping,6,526916,532023,0.990400791
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,equal_split_striping,7,526939,532023,0.990444022
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,rate_proportional_striping,0,937093,948207,0.988278931
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,rate_proportional_striping,1,468667,473865,0.989030631
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,rate_proportional_striping,2,468268,473865,0.988188619
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,rate_proportional_striping,3,468283,473865,0.988220274
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,rate_proportional_striping,4,468275,473865,0.988203391
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,rate_proportional_striping,5,468366,473865,0.988395429
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,rate_proportional_striping,6,468250,473865,0.988150634
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,rate_proportional_striping,7,468269,473865,0.988190729
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,per_stripe_fec,0,939923,939923,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,per_stripe_fec,1,469935,469935,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,per_stripe_fec,2,469851,469851,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,per_stripe_fec,3,469801,469801,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,per_stripe_fec,4,469733,469733,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,per_stripe_fec,5,469677,469677,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,per_stripe_fec,6,469601,469601,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,per_stripe_fec,7,469542,469542,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,pooled_rounds,0,937659,945492,0.991715424
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,pooled_rounds,1,468448,472525,0.991371885
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,pooled_rounds,2,468375,472525,0.991217396
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,pooled_rounds,3,468313,472525,0.991086186
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,pooled_rounds,4,468250,472525,0.990952860
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,pooled_rounds,5,468191,472525,0.990827999
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,pooled_rounds,6,468140,472525,0.990720068
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,pooled_rounds,7,468094,472525,0.990622718
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,pooled_carousel,0,940770,940770,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,pooled_carousel,1,470151,470151,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,pooled_carousel,2,470151,470151,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,pooled_carousel,3,470151,470151,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,pooled_carousel,4,470151,470151,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,pooled_carousel,5,470151,470151,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,pooled_carousel,6,470151,470151,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,8,pooled_carousel,7,470151,470151,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,64,equal_split_striping,0,526947,1126742,0.467673167
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,64,equal_split_striping,1,526834,563115,0.935570887
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,64,equal_split_striping,2,526941,563115,0.935760901
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,64,equal_split_striping,3,526961,563115,0.935796418
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,64,equal_split_striping,4,526927,563115,0.935736040
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,64,equal_split_striping,5,527020,563115,0.935901192
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,64,equal_split_striping,6,526910,563115,0.935705850
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,64,equal_split_striping,7,526935,563115,0.935750246
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,64,rate_proportional_striping,0,937092,1011408,0.926522234
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,64,rate_proportional_striping,1,468671,505463,0.927211289
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,64,rate_proportional_striping,2,468269,505463,0.926415979
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,64,rate_proportional_striping,3,468280,505463,0.926437741
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,64,rate_proportional_striping,4,468273,505463,0.926423893
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,64,rate_proportional_striping,5,468364,505463,0.926603926
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,64,rate_proportional_striping,6,468254,505463,0.926386303
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,64,rate_proportional_striping,7,468270,505463,0.926417957
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,64,per_stripe_fec,0,939923,939923,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,64,per_stripe_fec,1,469935,469935,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,64,per_stripe_fec,2,469851,469851,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,64,per_stripe_fec,3,469801,469801,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,64,per_stripe_fec,4,469733,469733,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,64,per_stripe_fec,5,469677,469677,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,64,per_stripe_fec,6,469601,469601,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,64,per_stripe_fec,7,469542,469542,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,64,pooled_rounds,0,937674,1009116,0.929203382
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,bec-0.5pct,1,64,pooled_rounds,1,468447,504337,0.928837266
