research_scope,source_dof,seeds,trees,rate_profile,loss,receivers,feedback_rtt_ticks,protocol,tree_index,emissions_sum,available_opportunities_sum,utilization
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,8,rate_proportional_striping,3,599040,600064,0.998293515
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,8,per_stripe_fec,0,2398208,2398208,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,8,per_stripe_fec,1,599552,599552,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,8,per_stripe_fec,2,599040,599040,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,8,per_stripe_fec,3,599040,599040,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,8,pooled_rounds,0,2397184,2400768,0.998507144
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,8,pooled_rounds,1,599040,600064,0.998293515
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,8,pooled_rounds,2,599040,600064,0.998293515
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,8,pooled_rounds,3,599040,600064,0.998293515
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,8,pooled_carousel,0,2400768,2400768,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,8,pooled_carousel,1,600064,600064,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,8,pooled_carousel,2,600064,600064,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,8,pooled_carousel,3,600064,600064,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,64,equal_split_striping,0,1048576,4226560,0.248092065
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,64,equal_split_striping,1,1048576,1056256,0.992729035
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,64,equal_split_striping,2,1048576,1056256,0.992729035
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,64,equal_split_striping,3,1048576,1056256,0.992729035
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,64,rate_proportional_striping,0,2396672,2430464,0.986096482
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,64,rate_proportional_striping,1,599552,607232,0.987352445
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,64,rate_proportional_striping,2,599040,607232,0.986509275
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,64,rate_proportional_striping,3,599040,607232,0.986509275
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,64,per_stripe_fec,0,2398208,2398208,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,64,per_stripe_fec,1,599552,599552,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,64,per_stripe_fec,2,599040,599040,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,64,per_stripe_fec,3,599040,599040,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,64,pooled_rounds,0,2397184,2429440,0.986722866
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,64,pooled_rounds,1,599040,607232,0.986509275
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,64,pooled_rounds,2,599040,607232,0.986509275
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,64,pooled_rounds,3,599040,607232,0.986509275
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,64,pooled_carousel,0,2429440,2429440,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,64,pooled_carousel,1,607232,607232,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,64,pooled_carousel,2,607232,607232,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,64,pooled_carousel,3,607232,607232,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,512,equal_split_striping,0,1048576,4455936,0.235321154
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,512,equal_split_striping,1,1048576,1113600,0.941609195
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,512,equal_split_striping,2,1048576,1113600,0.941609195
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,512,equal_split_striping,3,1048576,1113600,0.941609195
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,512,rate_proportional_striping,0,2396672,2659840,0.901058710
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,512,rate_proportional_striping,1,599552,664576,0.902157165
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,512,rate_proportional_striping,2,599040,664576,0.901386749
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,512,rate_proportional_striping,3,599040,664576,0.901386749
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,512,per_stripe_fec,0,2398208,2398208,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,512,per_stripe_fec,1,599552,599552,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,512,per_stripe_fec,2,599040,599040,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,512,per_stripe_fec,3,599040,599040,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,512,pooled_rounds,0,2397184,2658816,0.901598305
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,512,pooled_rounds,1,599040,664576,0.901386749
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,512,pooled_rounds,2,599040,664576,0.901386749
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,512,pooled_rounds,3,599040,664576,0.901386749
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,512,pooled_carousel,0,2658816,2658816,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,512,pooled_carousel,1,664576,664576,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,512,pooled_carousel,2,664576,664576,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,3,512,pooled_carousel,3,664576,664576,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,8,equal_split_striping,0,1048576,4197888,0.249786559
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,8,equal_split_striping,1,1048576,1049088,0.999511957
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,8,equal_split_striping,2,1048576,1049088,0.999511957
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,8,equal_split_striping,3,1048576,1049088,0.999511957
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,8,rate_proportional_striping,0,2396672,2401792,0.997868258
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,8,rate_proportional_striping,1,599552,600064,0.999146758
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,8,rate_proportional_striping,2,599040,600064,0.998293515
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,8,rate_proportional_striping,3,599040,600064,0.998293515
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,8,per_stripe_fec,0,2398208,2398208,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,8,per_stripe_fec,1,599552,599552,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,8,per_stripe_fec,2,599040,599040,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,8,per_stripe_fec,3,599040,599040,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,8,pooled_rounds,0,2397184,2400768,0.998507144
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,8,pooled_rounds,1,599040,600064,0.998293515
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,8,pooled_rounds,2,599040,600064,0.998293515
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,8,pooled_rounds,3,599040,600064,0.998293515
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,8,pooled_carousel,0,2400768,2400768,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,8,pooled_carousel,1,600064,600064,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,8,pooled_carousel,2,600064,600064,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,8,pooled_carousel,3,600064,600064,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,64,equal_split_striping,0,1048576,4226560,0.248092065
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,64,equal_split_striping,1,1048576,1056256,0.992729035
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,64,equal_split_striping,2,1048576,1056256,0.992729035
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,64,equal_split_striping,3,1048576,1056256,0.992729035
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,64,rate_proportional_striping,0,2396672,2430464,0.986096482
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,64,rate_proportional_striping,1,599552,607232,0.987352445
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,64,rate_proportional_striping,2,599040,607232,0.986509275
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,64,rate_proportional_striping,3,599040,607232,0.986509275
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,64,per_stripe_fec,0,2398208,2398208,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,64,per_stripe_fec,1,599552,599552,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,64,per_stripe_fec,2,599040,599040,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,64,per_stripe_fec,3,599040,599040,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,64,pooled_rounds,0,2397184,2429440,0.986722866
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,64,pooled_rounds,1,599040,607232,0.986509275
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,64,pooled_rounds,2,599040,607232,0.986509275
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,64,pooled_rounds,3,599040,607232,0.986509275
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,64,pooled_carousel,0,2429440,2429440,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,64,pooled_carousel,1,607232,607232,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,64,pooled_carousel,2,607232,607232,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,64,pooled_carousel,3,607232,607232,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,512,equal_split_striping,0,1048576,4455936,0.235321154
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,512,equal_split_striping,1,1048576,1113600,0.941609195
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,512,equal_split_striping,2,1048576,1113600,0.941609195
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,512,equal_split_striping,3,1048576,1113600,0.941609195
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,512,rate_proportional_striping,0,2396672,2659840,0.901058710
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,512,rate_proportional_striping,1,599552,664576,0.902157165
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,512,rate_proportional_striping,2,599040,664576,0.901386749
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,512,rate_proportional_striping,3,599040,664576,0.901386749
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,512,per_stripe_fec,0,2398208,2398208,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,512,per_stripe_fec,1,599552,599552,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,512,per_stripe_fec,2,599040,599040,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,512,per_stripe_fec,3,599040,599040,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,512,pooled_rounds,0,2397184,2658816,0.901598305
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,512,pooled_rounds,1,599040,664576,0.901386749
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,512,pooled_rounds,2,599040,664576,0.901386749
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,512,pooled_rounds,3,599040,664576,0.901386749
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,512,pooled_carousel,0,2658816,2658816,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,512,pooled_carousel,1,664576,664576,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,512,pooled_carousel,2,664576,664576,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,none,8,512,pooled_carousel,3,664576,664576,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,8,equal_split_striping,0,1053766,4227300,0.249276370
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,8,equal_split_striping,1,1053647,1056441,0.997355271
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,8,equal_split_striping,2,1053851,1056441,0.997548372
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,8,equal_split_striping,3,1053909,1056441,0.997603274
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,8,rate_proportional_striping,0,2408646,2421534,0.994677754
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,8,rate_proportional_striping,1,602434,605056,0.995666517
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,8,rate_proportional_striping,2,602067,605056,0.995059961
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,8,rate_proportional_striping,3,602095,605056,0.995106238
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,8,per_stripe_fec,0,2413503,2413503,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,8,per_stripe_fec,1,603336,603336,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,8,per_stripe_fec,2,603164,603164,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,8,per_stripe_fec,3,603035,603035,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,8,pooled_rounds,0,2409413,2417218,0.996771081
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,8,pooled_rounds,1,602017,604023,0.996678934
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,8,pooled_rounds,2,601941,604023,0.996553111
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,8,pooled_rounds,3,601860,604023,0.996419011
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,8,pooled_carousel,0,2412724,2412724,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,8,pooled_carousel,1,602895,602895,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,8,pooled_carousel,2,602895,602895,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,8,pooled_carousel,3,602895,602895,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,64,equal_split_striping,0,1053757,4288716,0.245704542
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,64,equal_split_striping,1,1053631,1071795,0.983052729
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,64,equal_split_striping,2,1053851,1071795,0.983257992
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,64,equal_split_striping,3,1053907,1071795,0.983310241
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,64,rate_proportional_striping,0,2408655,2484240,0.969574196
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,64,rate_proportional_striping,1,602435,620735,0.970518820
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,64,rate_proportional_striping,2,602063,620735,0.969919531
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,64,rate_proportional_striping,3,602091,620735,0.969964639
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,64,per_stripe_fec,0,2413503,2413503,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,64,per_stripe_fec,1,603336,603336,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,64,per_stripe_fec,2,603164,603164,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,64,per_stripe_fec,3,603035,603035,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,64,pooled_rounds,0,2409435,2480688,0.971276920
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,64,pooled_rounds,1,602022,619889,0.971177098
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,64,pooled_rounds,2,601942,619889,0.971048042
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,64,pooled_rounds,3,601860,619889,0.970915761
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,64,pooled_carousel,0,2441396,2441396,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,64,pooled_carousel,1,610063,610063,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,64,pooled_carousel,2,610063,610063,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,64,pooled_carousel,3,610063,610063,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,512,equal_split_striping,0,1053769,4795343,0.219748410
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,512,equal_split_striping,1,1053639,1198454,0.879165158
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,512,equal_split_striping,2,1053856,1198454,0.879346224
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,512,equal_split_striping,3,1053915,1198454,0.879395454
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,512,rate_proportional_striping,0,2408641,2978320,0.808724717
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,512,rate_proportional_striping,1,602437,744252,0.809452981
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,512,rate_proportional_striping,2,602058,744252,0.808943745
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,512,rate_proportional_striping,3,602091,744252,0.808988085
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,512,per_stripe_fec,0,2413503,2413503,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,512,per_stripe_fec,1,603336,603336,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,512,per_stripe_fec,2,603164,603164,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,512,per_stripe_fec,3,603035,603035,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,512,pooled_rounds,0,2409402,2973035,0.810418310
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,512,pooled_rounds,1,602022,742977,0.810283495
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,512,pooled_rounds,2,601940,742977,0.810173128
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,512,pooled_rounds,3,601860,742977,0.810065453
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,512,pooled_carousel,0,2670772,2670772,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,512,pooled_carousel,1,667407,667407,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,512,pooled_carousel,2,667407,667407,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,1,512,pooled_carousel,3,667407,667407,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,bec-0.5pct,3,8,equal_split_striping,0,1055177,4231988,0.249333647
