research_scope,source_dof,seeds,trees,rate_profile,loss,loss_num,loss_den,receivers,feedback_rtt_ticks,striping_minus_pooling_ticks_sum,mean_striping_minus_pooling_ticks,p95_striping_minus_pooling_ticks,per_stripe_ownership_waste_sum,mean_per_stripe_ownership_waste,p95_per_stripe_ownership_waste,pearson_gap_vs_ownership_waste,per_stripe_minus_carousel_emissions_sum,mean_per_stripe_minus_carousel_emissions,pearson_gap_vs_emission_gap,rounds_minus_carousel_ticks_sum,mean_rounds_minus_carousel_ticks,p95_rounds_minus_carousel_ticks,rounds_minus_carousel_emissions_sum,mean_rounds_minus_carousel_emissions,carousel_tail_deliveries_sum,mean_carousel_tail_deliveries,carousel_tail_emissions_sum,mean_carousel_tail_emissions,mean_carousel_tail_emission_fraction
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,none,0,1,1,512,0,0.000000,0,0,0.000000,0,,-327168,-639.000000,,0,0.000000,0,-327168,-639.000000,327168,639.000000,327168,639.000000,0.072358736
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,none,0,1,3,8,0,0.000000,0,0,0.000000,0,,-4608,-9.000000,,0,0.000000,0,-4608,-9.000000,13824,27.000000,4608,9.000000,0.001097427
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,none,0,1,3,64,0,0.000000,0,0,0.000000,0,,-40448,-79.000000,,0,0.000000,0,-40448,-79.000000,121344,237.000000,40448,79.000000,0.009551445
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,none,0,1,3,512,0,0.000000,0,0,0.000000,0,,-327168,-639.000000,,0,0.000000,0,-327168,-639.000000,981504,1917.000000,327168,639.000000,0.072358736
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,none,0,1,8,8,0,0.000000,0,0,0.000000,0,,-4608,-9.000000,,0,0.000000,0,-4608,-9.000000,36864,72.000000,4608,9.000000,0.001097427
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,none,0,1,8,64,0,0.000000,0,0,0.000000,0,,-40448,-79.000000,,0,0.000000,0,-40448,-79.000000,323584,632.000000,40448,79.000000,0.009551445
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,none,0,1,8,512,0,0.000000,0,0,0.000000,0,,-327168,-639.000000,,0,0.000000,0,-327168,-639.000000,2617344,5112.000000,327168,639.000000,0.072358736
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,bec-0.5pct,5,1000,1,8,2156,4.210938,15,2769,5.408203,19,0.996719622,-1736,-3.390625,0.997368672,4286,8.371094,15,-4526,-8.839844,4498,8.785156,4518,8.824219,0.001070626
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,bec-0.5pct,5,1000,1,64,2156,4.210938,15,2769,5.408203,19,0.996719622,-37576,-73.390625,0.997368672,38931,76.037109,127,-40343,-78.794922,40147,78.412109,40358,78.824219,0.009483056
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,bec-0.5pct,5,1000,1,512,2156,4.210938,15,2769,5.408203,19,0.996719622,-324296,-633.390625,0.997368672,321552,628.031250,1023,-327053,-638.775391,325438,635.621094,327078,638.824219,0.072003630
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,bec-0.5pct,5,1000,3,8,3201,6.251953,18,20899,40.818359,87,0.915932410,-389,-0.759766,0.998343091,4440,8.671875,15,-4528,-8.843750,22067,43.099609,4511,8.810547,0.001068257
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,bec-0.5pct,5,1000,3,64,3201,6.251953,18,20899,40.818359,87,0.915932410,-36229,-70.759766,0.998343091,39166,76.496094,127,-40363,-78.833984,129047,252.044922,40351,78.810547,0.009475162
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,bec-0.5pct,5,1000,3,512,3201,6.251953,18,20899,40.818359,87,0.915932410,-322949,-630.759766,0.998343091,332795,649.990234,1024,-327054,-638.777344,984908,1923.648438,327071,638.810547,0.071957623
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,bec-0.5pct,5,1000,8,8,4560,8.906250,21,85550,167.089844,298,0.921704373,1388,2.710938,0.998835614,4505,8.798828,15,-4514,-8.816406,74500,145.507812,4514,8.816406,0.001068464
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,bec-0.5pct,5,1000,8,64,4560,8.906250,21,85550,167.089844,298,0.921704373,-34452,-67.289062,0.998835614,39939,78.005859,127,-40349,-78.806641,359782,702.699219,40354,78.816406,0.009471440
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,bec-0.5pct,5,1000,8,512,4560,8.906250,21,85550,167.089844,298,0.921704373,-321172,-627.289062,0.998835614,329220,643.007812,1024,-327055,-638.779297,2642077,5160.306641,327074,638.816406,0.071926793
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,bec-2.0pct,2,100,1,8,4834,9.441406,32,6026,11.769531,41,0.998804774,1625,3.173828,0.999488622,7297,14.251953,21,-4550,-8.886719,4435,8.662109,4518,8.824219,0.001054526
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,bec-2.0pct,2,100,1,64,4834,9.441406,32,6026,11.769531,41,0.998804774,-34215,-66.826172,0.999488622,65488,127.906250,188,-40396,-78.898438,39548,77.242188,40358,78.824219,0.009341630
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,bec-2.0pct,2,100,1,512,4834,9.441406,32,6026,11.769531,41,0.998804774,-320935,-626.826172,0.999488622,527421,1030.119141,1028,-327153,-638.970703,320653,626.275391,327078,638.824219,0.070996631
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,bec-2.0pct,2,100,3,8,7198,14.058594,40,43294,84.558594,181,0.932817996,4665,9.111328,0.999701602,7398,14.449219,21,-4483,-8.755859,29561,57.736328,4486,8.761719,0.001045742
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,bec-2.0pct,2,100,3,64,7198,14.058594,40,43294,84.558594,181,0.932817996,-31175,-60.888672,0.999701602,67263,131.373047,191,-40370,-78.847656,134998,263.667969,40326,78.761719,0.009322601
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,bec-2.0pct,2,100,3,512,7198,14.058594,40,43294,84.558594,181,0.932817996,-317895,-620.888672,0.999701602,533106,1041.222656,1533,-327037,-638.744141,978051,1910.255859,327046,638.761719,0.070906788
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,bec-2.0pct,2,100,8,8,9724,18.992188,46,173872,339.593750,584,0.916205340,7874,15.378906,0.999778361,7410,14.472656,22,-4511,-8.810547,112187,219.115234,4498,8.785156,0.001047492
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,bec-2.0pct,2,100,8,64,9724,18.992188,46,173872,339.593750,584,0.916205340,-27966,-54.621094,0.999778361,67464,131.765625,190,-40330,-78.769531,393090,767.753906,40338,78.785156,0.009316133
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,bec-2.0pct,2,100,8,512,9724,18.992188,46,173872,339.593750,584,0.916205340,-314686,-614.621094,0.999778361,535096,1045.109375,1532,-327087,-638.841797,2641040,5158.281250,327058,638.785156,0.070843481
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,ge-short-1.089pct,11,1010,1,8,16023,31.294922,133,19872,38.812500,165,0.998906617,15590,30.449219,0.999968526,4278,8.355469,15,-4524,-8.835938,4490,8.769531,4506,8.800781,0.001061771
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,ge-short-1.089pct,11,1010,1,64,16023,31.294922,133,19872,38.812500,165,0.998906617,-20250,-39.550781,0.999968526,38173,74.556641,128,-40414,-78.933594,40052,78.226562,40346,78.800781,0.009427310
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,ge-short-1.089pct,11,1010,1,512,16023,31.294922,133,19872,38.812500,165,0.998906617,-306970,-599.550781,0.999968526,303662,593.089844,1027,-327051,-638.771484,323420,631.679688,327066,638.800781,0.071624255
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,ge-short-1.089pct,11,1010,3,8,28774,56.199219,181,155367,303.451172,773,0.968695550,31592,61.703125,0.999984052,4647,9.076172,15,-4554,-8.894531,61649,120.408203,4507,8.802734,0.001057793
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,ge-short-1.089pct,11,1010,3,64,28774,56.199219,181,155367,303.451172,773,0.968695550,-4248,-8.296875,0.999984052,40593,79.283203,130,-40613,-79.322266,168062,328.246094,40347,78.802734,0.009390450
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,ge-short-1.089pct,11,1010,3,512,28774,56.199219,181,155367,303.451172,773,0.968695550,-290968,-568.296875,0.999984052,331679,647.810547,1032,-327162,-638.988281,1018528,1989.312500,327067,638.802734,0.071360296
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,ge-short-1.089pct,11,1010,8,8,39494,77.136719,211,636209,1242.595703,2580,0.958067721,45051,87.990234,0.999989881,4847,9.466797,15,-4566,-8.917969,279922,546.722656,4501,8.791016,0.001052743
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,ge-short-1.089pct,11,1010,8,64,39494,77.136719,211,636209,1242.595703,2580,0.958067721,9211,17.990234,0.999989881,42074,82.175781,132,-40655,-79.404297,563578,1100.738281,40341,78.791016,0.009356954
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,ge-short-1.089pct,11,1010,8,512,39494,77.136719,211,636209,1242.595703,2580,0.958067721,-277509,-542.009766,0.999989881,339233,662.564453,1034,-327303,-639.263672,2831821,5530.900391,327061,638.791016,0.071130231
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,ge-long-1.089pct,11,1010,1,8,34490,67.363281,440,42245,82.509766,551,0.998261599,38641,75.470703,0.999997514,4182,8.167969,15,-4627,-9.037109,4473,8.736328,4501,8.791016,0.001057881
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,ge-long-1.089pct,11,1010,1,64,34490,67.363281,440,42245,82.509766,551,0.998261599,2801,5.470703,0.999997514,37445,73.134766,127,-40850,-79.785156,40074,78.269531,40341,78.791016,0.009402241
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,ge-long-1.089pct,11,1010,1,512,34490,67.363281,440,42245,82.509766,551,0.998261599,-283919,-554.529297,0.999997514,291197,568.744141,1023,-327932,-640.492188,323284,631.414062,327061,638.791016,0.071452931
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,ge-long-1.089pct,11,1010,3,8,78810,153.925781,771,462760,903.828125,3279,0.961289705,94047,183.685547,0.999999074,4576,8.937500,15,-4709,-9.197266,183198,357.808594,4504,8.796875,0.001046105
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,ge-long-1.089pct,11,1010,3,64,78810,153.925781,771,462760,903.828125,3279,0.961289705,58207,113.685547,0.999999074,39495,77.138672,127,-41369,-80.798828,289950,566.308594,40344,78.796875,0.009292994
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,ge-long-1.089pct,11,1010,3,512,78810,153.925781,771,462760,903.828125,3279,0.961289705,-228513,-446.314453,0.999999074,316190,617.558594,1024,-329281,-643.126953,1143049,2232.517578,327064,638.796875,0.070669860
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,ge-long-1.089pct,11,1010,8,8,143915,281.083984,958,2393057,4673.939453,11821,0.960168348,175465,342.705078,0.999999520,5029,9.822266,15,-4797,-9.369141,1004005,1960.947266,4513,8.814453,0.001033187
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,ge-long-1.089pct,11,1010,8,64,143915,281.083984,958,2393057,4673.939453,11821,0.960168348,139625,272.705078,0.999999520,44046,86.027344,127,-41744,-81.531250,1288448,2516.500000,40353,78.814453,0.009163056
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-4to1,ge-long-1.089pct,11,1010,8,512,143915,281.083984,958,2393057,4673.939453,11821,0.960168348,-147095,-287.294922,0.999999520,343782,671.449219,1024,-330563,-645.630859,3559835,6952.802734,327073,638.814453,0.069729459
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,none,0,1,1,8,0,0.000000,0,0,0.000000,0,,-4096,-8.000000,,0,0.000000,0,-4096,-8.000000,4096,8.000000,4096,8.000000,0.000975610
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,none,0,1,1,64,0,0.000000,0,0,0.000000,0,,-36352,-71.000000,,0,0.000000,0,-36352,-71.000000,36352,71.000000,36352,71.000000,0.008592521
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,none,0,1,1,512,0,0.000000,0,0,0.000000,0,,-294400,-575.000000,,0,0.000000,0,-294400,-575.000000,294400,575.000000,294400,575.000000,0.065586860
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,none,0,1,3,8,0,0.000000,0,0,0.000000,0,,-4096,-8.000000,,0,0.000000,0,-4096,-8.000000,12288,24.000000,4096,8.000000,0.000975610
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,none,0,1,3,64,0,0.000000,0,0,0.000000,0,,-36352,-71.000000,,0,0.000000,0,-36352,-71.000000,109056,213.000000,36352,71.000000,0.008592521
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,none,0,1,3,512,0,0.000000,0,0,0.000000,0,,-294400,-575.000000,,0,0.000000,0,-294400,-575.000000,883200,1725.000000,294400,575.000000,0.065586860
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,none,0,1,8,8,0,0.000000,0,0,0.000000,0,,-4096,-8.000000,,0,0.000000,0,-4096,-8.000000,32768,64.000000,4096,8.000000,0.000975610
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,none,0,1,8,64,0,0.000000,0,0,0.000000,0,,-36352,-71.000000,,0,0.000000,0,-36352,-71.000000,290816,568.000000,36352,71.000000,0.008592521
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,none,0,1,8,512,0,0.000000,0,0,0.000000,0,,-294400,-575.000000,,0,0.000000,0,-294400,-575.000000,2355200,4600.000000,294400,575.000000,0.065586860
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,bec-0.5pct,5,1000,1,8,3246,6.339844,28,3738,7.300781,31,0.999174477,-287,-0.560547,0.999269503,4393,8.580078,15,-4040,-7.890625,4019,7.849609,4043,7.896484,0.000958180
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,bec-0.5pct,5,1000,1,64,3246,6.339844,28,3738,7.300781,31,0.999174477,-32543,-63.560547,0.999269503,37651,73.537109,127,-36326,-70.949219,36122,70.550781,36299,70.896484,0.008537502
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,bec-0.5pct,5,1000,1,512,3246,6.339844,28,3738,7.300781,31,0.999174477,-290591,-567.560547,0.999269503,312281,609.923828,1023,-294350,-574.902344,292949,572.166016,294347,574.896484,0.065268883
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,bec-0.5pct,5,1000,3,8,5135,10.029297,30,26164,51.101562,118,0.968381964,1914,3.738281,0.999449716,4487,8.763672,15,-4051,-7.912109,20455,39.951172,4041,7.892578,0.000957096
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,bec-0.5pct,5,1000,3,64,5135,10.029297,30,26164,51.101562,118,0.968381964,-30342,-59.261719,0.999449716,38462,75.121094,127,-36338,-70.972656,116769,228.064453,36297,70.892578,0.008531634
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,bec-0.5pct,5,1000,3,512,5135,10.029297,30,26164,51.101562,118,0.968381964,-288390,-563.261719,0.999449716,321985,628.876953,1023,-294360,-574.921875,887100,1732.617188,294345,574.892578,0.065229532
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,bec-0.5pct,5,1000,8,8,8027,15.677734,36,112564,219.851562,412,0.964749432,5214,10.183594,0.999621043,4517,8.822266,15,-4047,-7.904297,71070,138.808594,4047,7.904297,0.000958038
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,bec-0.5pct,5,1000,8,64,8027,15.677734,36,112564,219.851562,412,0.964749432,-27042,-52.816406,0.999621043,40581,79.259766,127,-36298,-70.894531,327860,640.351562,36303,70.904297,0.008528806
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,bec-0.5pct,5,1000,8,512,8027,15.677734,36,112564,219.851562,412,0.964749432,-285090,-556.816406,0.999621043,328645,641.884766,1023,-294344,-574.890625,2382033,4652.408203,294351,574.904297,0.065200316
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,bec-2.0pct,2,100,1,8,6533,12.759766,48,7304,14.265625,55,0.999295898,3407,6.654297,0.999742225,7251,14.162109,22,-4068,-7.945312,3979,7.771484,4043,7.896484,0.000943763
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,bec-2.0pct,2,100,1,64,6533,12.759766,48,7304,14.265625,55,0.999295898,-28849,-56.345703,0.999742225,65821,128.556641,190,-36254,-70.808594,35547,69.427734,36299,70.896484,0.008410004
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,bec-2.0pct,2,100,1,512,6533,12.759766,48,7304,14.265625,55,0.999295898,-286897,-560.345703,0.999742225,533045,1041.103516,1535,-294332,-574.867188,288437,563.353516,294347,574.896484,0.064349155
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,bec-2.0pct,2,100,3,8,10939,21.365234,65,53024,103.562500,244,0.967560065,8434,16.472656,0.999851706,7377,14.408203,21,-4062,-7.933594,28242,55.160156,4042,7.894531,0.000942279
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,bec-2.0pct,2,100,3,64,10939,21.365234,65,53024,103.562500,244,0.967560065,-23822,-46.527344,0.999851706,67439,131.716797,191,-36274,-70.847656,123031,240.294922,36298,70.894531,0.008398703
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,bec-2.0pct,2,100,3,512,10939,21.365234,65,53024,103.562500,244,0.967560065,-281870,-550.527344,0.999851706,537094,1049.011719,1533,-294361,-574.923828,881836,1722.335938,294346,574.894531,0.064269005
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,bec-2.0pct,2,100,8,8,16828,32.867188,74,226124,441.648438,793,0.965735485,15130,29.550781,0.999903262,7350,14.355469,21,-4051,-7.912109,107441,209.845703,4039,7.888672,0.000940704
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,bec-2.0pct,2,100,8,64,16828,32.867188,74,226124,441.648438,793,0.965735485,-17126,-33.449219,0.999903262,66708,130.289062,190,-36237,-70.775391,360383,703.873047,36295,70.888672,0.008390259
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,bec-2.0pct,2,100,8,512,16828,32.867188,74,226124,441.648438,793,0.965735485,-275174,-537.449219,0.999903262,531525,1038.134766,1532,-294305,-574.814453,2383474,4655.222656,294343,574.888672,0.064212380
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-short-1.089pct,11,1010,1,8,21854,42.683594,229,24428,47.710938,240,0.999611192,20618,40.269531,0.999985956,4408,8.609375,15,-4067,-7.943359,4013,7.837891,4030,7.871094,0.000949249
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-short-1.089pct,11,1010,1,64,21854,42.683594,229,24428,47.710938,240,0.999611192,-11638,-22.730469,0.999985956,38807,75.794922,128,-36295,-70.888672,35932,70.179688,36286,70.871094,0.008482564
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-short-1.089pct,11,1010,1,512,21854,42.683594,229,24428,47.710938,240,0.999611192,-269686,-526.730469,0.999985956,307168,599.937500,1028,-294342,-574.886719,291196,568.742188,294334,574.871094,0.064891824
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-short-1.089pct,11,1010,3,8,41688,81.421875,281,190880,372.812500,1053,0.983395652,42998,83.980469,0.999992975,4644,9.070312,15,-4067,-7.943359,63416,123.859375,4040,7.890625,0.000948057
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-short-1.089pct,11,1010,3,64,41688,81.421875,281,190880,372.812500,1053,0.983395652,10742,20.980469,0.999992975,41473,81.001953,132,-36273,-70.845703,159237,311.009766,36296,70.890625,0.008453506
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-short-1.089pct,11,1010,3,512,41688,81.421875,281,190880,372.812500,1053,0.983395652,-247306,-483.019531,0.999992975,321937,628.783203,1030,-294396,-574.992188,925097,1806.830078,294344,574.890625,0.064667524
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-short-1.089pct,11,1010,8,8,69140,135.039062,362,866624,1692.625000,3723,0.981908943,73946,144.425781,0.999996627,4790,9.355469,15,-4111,-8.029297,281717,550.228516,4053,7.916016,0.000947876
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-short-1.089pct,11,1010,8,64,69140,135.039062,362,866624,1692.625000,3723,0.981908943,41690,81.425781,0.999996627,42403,82.818359,130,-36362,-71.019531,537176,1049.171875,36309,70.916016,0.008428017
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-short-1.089pct,11,1010,8,512,69140,135.039062,362,866624,1692.625000,3723,0.981908943,-216358,-422.574219,0.999996627,344009,671.892578,1033,-294293,-574.791016,2578765,5036.650391,294357,574.916016,0.064464621
