research_scope,source_dof,seeds,trees,rate_profile,loss,receivers,feedback_rtt_ticks,protocol,receiver_index,completion_ticks_sum,mean_completion_ticks,p95_completion_ticks
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,8,per_stripe_fec,7,1860481,3633.751953,4756
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,8,pooled_rounds,0,1039876,2031.007812,2488
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,8,pooled_rounds,1,1039869,2030.994141,2496
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,8,pooled_rounds,2,1039892,2031.039062,2500
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,8,pooled_rounds,3,1039797,2030.853516,2494
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,8,pooled_rounds,4,1039661,2030.587891,2492
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,8,pooled_rounds,5,1039601,2030.470703,2495
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,8,pooled_rounds,6,1039748,2030.757812,2502
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,8,pooled_rounds,7,1039752,2030.765625,2494
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,8,pooled_carousel,0,1035474,2022.410156,2480
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,8,pooled_carousel,1,1035471,2022.404297,2488
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,8,pooled_carousel,2,1035472,2022.406250,2488
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,8,pooled_carousel,3,1035418,2022.300781,2487
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,8,pooled_carousel,4,1035384,2022.234375,2485
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,8,pooled_carousel,5,1035384,2022.234375,2488
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,8,pooled_carousel,6,1035363,2022.193359,2491
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,8,pooled_carousel,7,1035362,2022.191406,2486
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,equal_split_striping,0,1944722,3798.285156,4896
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,equal_split_striping,1,1943809,3796.501953,4888
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,equal_split_striping,2,1945981,3800.744141,4904
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,equal_split_striping,3,1943247,3795.404297,4904
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,equal_split_striping,4,1943243,3795.396484,4888
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,equal_split_striping,5,1942485,3793.916016,4890
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,equal_split_striping,6,1941322,3791.644531,4864
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,equal_split_striping,7,1943841,3796.564453,4892
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,rate_proportional_striping,0,1944722,3798.285156,4896
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,rate_proportional_striping,1,1943809,3796.501953,4888
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,rate_proportional_striping,2,1945981,3800.744141,4904
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,rate_proportional_striping,3,1943247,3795.404297,4904
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,rate_proportional_striping,4,1943243,3795.396484,4888
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,rate_proportional_striping,5,1942485,3793.916016,4890
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,rate_proportional_striping,6,1941322,3791.644531,4864
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,rate_proportional_striping,7,1943841,3796.564453,4892
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,per_stripe_fec,0,1860599,3633.982422,4752
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,per_stripe_fec,1,1860494,3633.777344,4752
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,per_stripe_fec,2,1860768,3634.312500,4772
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,per_stripe_fec,3,1860542,3633.871094,4736
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,per_stripe_fec,4,1860204,3633.210938,4728
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,per_stripe_fec,5,1860313,3633.423828,4740
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,per_stripe_fec,6,1860144,3633.093750,4752
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,per_stripe_fec,7,1860481,3633.751953,4756
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,pooled_rounds,0,1074117,2097.884766,2548
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,pooled_rounds,1,1074565,2098.759766,2562
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,pooled_rounds,2,1074496,2098.625000,2568
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,pooled_rounds,3,1073735,2097.138672,2556
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,pooled_rounds,4,1073272,2096.234375,2555
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,pooled_rounds,5,1072898,2095.503906,2567
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,pooled_rounds,6,1073399,2096.482422,2559
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,pooled_rounds,7,1073018,2095.738281,2552
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,pooled_carousel,0,1035474,2022.410156,2480
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,pooled_carousel,1,1035471,2022.404297,2488
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,pooled_carousel,2,1035472,2022.406250,2488
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,pooled_carousel,3,1035418,2022.300781,2487
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,pooled_carousel,4,1035384,2022.234375,2485
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,pooled_carousel,5,1035384,2022.234375,2488
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,pooled_carousel,6,1035363,2022.193359,2491
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,64,pooled_carousel,7,1035362,2022.191406,2486
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,equal_split_striping,0,2275280,4443.906250,5672
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,equal_split_striping,1,2266188,4426.148438,5600
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,equal_split_striping,2,2266037,4425.853516,5576
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,equal_split_striping,3,2279368,4451.890625,5576
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,equal_split_striping,4,2269303,4432.232422,5626
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,equal_split_striping,5,2277027,4447.318359,5448
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,equal_split_striping,6,2270788,4435.132812,5736
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,equal_split_striping,7,2264664,4423.171875,5648
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,rate_proportional_striping,0,2275280,4443.906250,5672
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,rate_proportional_striping,1,2266188,4426.148438,5600
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,rate_proportional_striping,2,2266037,4425.853516,5576
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,rate_proportional_striping,3,2279368,4451.890625,5576
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,rate_proportional_striping,4,2269303,4432.232422,5626
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,rate_proportional_striping,5,2277027,4447.318359,5448
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,rate_proportional_striping,6,2270788,4435.132812,5736
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,rate_proportional_striping,7,2264664,4423.171875,5648
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,per_stripe_fec,0,1860599,3633.982422,4752
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,per_stripe_fec,1,1860494,3633.777344,4752
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,per_stripe_fec,2,1860768,3634.312500,4772
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,per_stripe_fec,3,1860542,3633.871094,4736
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,per_stripe_fec,4,1860204,3633.210938,4728
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,per_stripe_fec,5,1860313,3633.423828,4740
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,per_stripe_fec,6,1860144,3633.093750,4752
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,per_stripe_fec,7,1860481,3633.751953,4756
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,pooled_rounds,0,1346352,2629.593750,3205
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,pooled_rounds,1,1349356,2635.460938,3269
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,pooled_rounds,2,1350436,2637.570312,3292
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,pooled_rounds,3,1344214,2625.417969,3268
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,pooled_rounds,4,1339620,2616.445312,3226
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,pooled_rounds,5,1339071,2615.373047,3207
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,pooled_rounds,6,1343176,2623.390625,3260
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,pooled_rounds,7,1340632,2618.421875,3260
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,pooled_carousel,0,1035474,2022.410156,2480
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,pooled_carousel,1,1035471,2022.404297,2488
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,pooled_carousel,2,1035472,2022.406250,2488
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,pooled_carousel,3,1035418,2022.300781,2487
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,pooled_carousel,4,1035384,2022.234375,2485
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,pooled_carousel,5,1035384,2022.234375,2488
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,pooled_carousel,6,1035363,2022.193359,2491
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,bec-2.0pct,8,512,pooled_carousel,7,1035362,2022.191406,2486
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,1,8,equal_split_striping,0,1875577,3663.236328,4732
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,1,8,rate_proportional_striping,0,1875577,3663.236328,4732
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,1,8,per_stripe_fec,0,1838623,3591.060547,4692
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,1,8,pooled_rounds,0,1025569,2003.064453,2468
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,1,8,pooled_carousel,0,1020781,1993.712891,2454
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,1,64,equal_split_striping,0,1910369,3731.189453,4832
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,1,64,rate_proportional_striping,0,1910369,3731.189453,4832
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,1,64,per_stripe_fec,0,1838623,3591.060547,4692
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,1,64,pooled_rounds,0,1059892,2070.101562,2564
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,1,64,pooled_carousel,0,1020781,1993.712891,2454
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,1,512,equal_split_striping,0,2188370,4274.160156,5424
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,1,512,rate_proportional_striping,0,2188370,4274.160156,5424
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,1,512,per_stripe_fec,0,1838623,3591.060547,4692
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,1,512,pooled_rounds,0,1337810,2612.910156,3168
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,1,512,pooled_carousel,0,1020781,1993.712891,2454
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,8,equal_split_striping,0,1878483,3668.912109,4774
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,8,equal_split_striping,1,1883370,3678.457031,4768
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,8,equal_split_striping,2,1880534,3672.917969,4760
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,8,rate_proportional_striping,0,1878483,3668.912109,4774
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,8,rate_proportional_striping,1,1883370,3678.457031,4768
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,8,rate_proportional_striping,2,1880534,3672.917969,4760
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,8,per_stripe_fec,0,1838623,3591.060547,4692
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,8,per_stripe_fec,1,1839147,3592.083984,4656
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,8,per_stripe_fec,2,1837699,3589.255859,4642
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,8,pooled_rounds,0,1025005,2001.962891,2464
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,8,pooled_rounds,1,1025187,2002.318359,2463
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,8,pooled_rounds,2,1025100,2002.148438,2477
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,8,pooled_carousel,0,1020781,1993.712891,2454
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,8,pooled_carousel,1,1020997,1994.134766,2452
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,8,pooled_carousel,2,1020958,1994.058594,2470
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,64,equal_split_striping,0,1911059,3732.537109,4842
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,64,equal_split_striping,1,1916705,3743.564453,4824
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,64,equal_split_striping,2,1913112,3736.546875,4872
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,64,rate_proportional_striping,0,1911059,3732.537109,4842
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,64,rate_proportional_striping,1,1916705,3743.564453,4824
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,64,rate_proportional_striping,2,1913112,3736.546875,4872
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,64,per_stripe_fec,0,1838623,3591.060547,4692
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,64,per_stripe_fec,1,1839147,3592.083984,4656
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,64,per_stripe_fec,2,1837699,3589.255859,4642
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,64,pooled_rounds,0,1056023,2062.544922,2536
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,64,pooled_rounds,1,1056978,2064.410156,2538
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,64,pooled_rounds,2,1055854,2062.214844,2553
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,64,pooled_carousel,0,1020781,1993.712891,2454
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,64,pooled_carousel,1,1020997,1994.134766,2452
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,64,pooled_carousel,2,1020958,1994.058594,2470
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,512,equal_split_striping,0,2174545,4247.158203,5387
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,512,equal_split_striping,1,2186354,4270.222656,5480
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,512,equal_split_striping,2,2176476,4250.929688,5368
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,512,rate_proportional_striping,0,2174545,4247.158203,5387
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,512,rate_proportional_striping,1,2186354,4270.222656,5480
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,512,rate_proportional_striping,2,2176476,4250.929688,5368
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,512,per_stripe_fec,0,1838623,3591.060547,4692
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,seeded-bounded-random-walk,ge-short-1.089pct,3,512,per_stripe_fec,1,1839147,3592.083984,4656
