research_scope,source_dof,seeds,trees,rate_profile,loss,receivers,feedback_rtt_ticks,protocol,receiver_index,completion_ticks_sum,mean_completion_ticks,p95_completion_ticks
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-long-1.089pct,8,512,per_stripe_fec,4,3818823,7458.638672,8112
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-long-1.089pct,8,512,per_stripe_fec,5,3824434,7469.597656,8056
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-long-1.089pct,8,512,per_stripe_fec,6,3806877,7435.306641,7944
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-long-1.089pct,8,512,per_stripe_fec,7,3794804,7411.726562,7802
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-long-1.089pct,8,512,pooled_rounds,0,4040010,7890.644531,8153
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-long-1.089pct,8,512,pooled_rounds,1,4044484,7899.382812,8407
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-long-1.089pct,8,512,pooled_rounds,2,4041335,7893.232422,8174
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-long-1.089pct,8,512,pooled_rounds,3,4042141,7894.806641,8239
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-long-1.089pct,8,512,pooled_rounds,4,4043942,7898.324219,8247
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-long-1.089pct,8,512,pooled_rounds,5,4051034,7912.175781,8288
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-long-1.089pct,8,512,pooled_rounds,6,4041655,7893.857422,8194
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-long-1.089pct,8,512,pooled_rounds,7,4036905,7884.580078,8136
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-long-1.089pct,8,512,pooled_carousel,0,3771053,7365.337891,7596
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-long-1.089pct,8,512,pooled_carousel,1,3769725,7362.744141,7608
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-long-1.089pct,8,512,pooled_carousel,2,3770928,7365.093750,7598
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-long-1.089pct,8,512,pooled_carousel,3,3770420,7364.101562,7617
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-long-1.089pct,8,512,pooled_carousel,4,3770398,7364.058594,7597
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-long-1.089pct,8,512,pooled_carousel,5,3776967,7376.888672,7656
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-long-1.089pct,8,512,pooled_carousel,6,3769347,7362.005859,7615
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-8to1,ge-long-1.089pct,8,512,pooled_carousel,7,3767936,7359.250000,7574
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,1,8,equal_split_striping,0,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,1,8,rate_proportional_striping,0,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,1,8,per_stripe_fec,0,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,1,8,pooled_rounds,0,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,1,8,pooled_carousel,0,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,1,64,equal_split_striping,0,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,1,64,rate_proportional_striping,0,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,1,64,per_stripe_fec,0,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,1,64,pooled_rounds,0,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,1,64,pooled_carousel,0,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,1,512,equal_split_striping,0,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,1,512,rate_proportional_striping,0,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,1,512,per_stripe_fec,0,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,1,512,pooled_rounds,0,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,1,512,pooled_carousel,0,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,8,equal_split_striping,0,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,8,equal_split_striping,1,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,8,equal_split_striping,2,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,8,rate_proportional_striping,0,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,8,rate_proportional_striping,1,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,8,rate_proportional_striping,2,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,8,per_stripe_fec,0,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,8,per_stripe_fec,1,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,8,per_stripe_fec,2,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,8,pooled_rounds,0,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,8,pooled_rounds,1,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,8,pooled_rounds,2,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,8,pooled_carousel,0,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,8,pooled_carousel,1,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,8,pooled_carousel,2,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,64,equal_split_striping,0,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,64,equal_split_striping,1,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,64,equal_split_striping,2,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,64,rate_proportional_striping,0,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,64,rate_proportional_striping,1,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,64,rate_proportional_striping,2,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,64,per_stripe_fec,0,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,64,per_stripe_fec,1,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,64,per_stripe_fec,2,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,64,pooled_rounds,0,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,64,pooled_rounds,1,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,64,pooled_rounds,2,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,64,pooled_carousel,0,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,64,pooled_carousel,1,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,64,pooled_carousel,2,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,512,equal_split_striping,0,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,512,equal_split_striping,1,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,512,equal_split_striping,2,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,512,rate_proportional_striping,0,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,512,rate_proportional_striping,1,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,512,rate_proportional_striping,2,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,512,per_stripe_fec,0,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,512,per_stripe_fec,1,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,512,per_stripe_fec,2,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,512,pooled_rounds,0,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,512,pooled_rounds,1,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,512,pooled_rounds,2,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,512,pooled_carousel,0,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,512,pooled_carousel,1,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,3,512,pooled_carousel,2,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,equal_split_striping,0,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,equal_split_striping,1,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,equal_split_striping,2,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,equal_split_striping,3,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,equal_split_striping,4,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,equal_split_striping,5,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,equal_split_striping,6,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,equal_split_striping,7,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,rate_proportional_striping,0,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,rate_proportional_striping,1,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,rate_proportional_striping,2,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,rate_proportional_striping,3,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,rate_proportional_striping,4,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,rate_proportional_striping,5,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,rate_proportional_striping,6,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,rate_proportional_striping,7,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,per_stripe_fec,0,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,per_stripe_fec,1,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,per_stripe_fec,2,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,per_stripe_fec,3,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,per_stripe_fec,4,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,per_stripe_fec,5,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,per_stripe_fec,6,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,per_stripe_fec,7,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,pooled_rounds,0,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,pooled_rounds,1,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,pooled_rounds,2,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,pooled_rounds,3,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,pooled_rounds,4,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,pooled_rounds,5,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,pooled_rounds,6,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,pooled_rounds,7,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,pooled_carousel,0,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,pooled_carousel,1,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,pooled_carousel,2,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,pooled_carousel,3,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,pooled_carousel,4,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,pooled_carousel,5,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,pooled_carousel,6,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,8,pooled_carousel,7,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,equal_split_striping,0,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,equal_split_striping,1,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,equal_split_striping,2,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,equal_split_striping,3,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,equal_split_striping,4,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,equal_split_striping,5,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,equal_split_striping,6,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,equal_split_striping,7,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,rate_proportional_striping,0,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,rate_proportional_striping,1,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,rate_proportional_striping,2,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,rate_proportional_striping,3,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,rate_proportional_striping,4,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,rate_proportional_striping,5,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,rate_proportional_striping,6,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,rate_proportional_striping,7,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,per_stripe_fec,0,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,per_stripe_fec,1,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,per_stripe_fec,2,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,per_stripe_fec,3,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,per_stripe_fec,4,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,per_stripe_fec,5,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,per_stripe_fec,6,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,per_stripe_fec,7,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,pooled_rounds,0,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,pooled_rounds,1,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,pooled_rounds,2,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,pooled_rounds,3,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,pooled_rounds,4,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,pooled_rounds,5,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,pooled_rounds,6,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,pooled_rounds,7,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,pooled_carousel,0,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,pooled_carousel,1,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,pooled_carousel,2,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,pooled_carousel,3,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,pooled_carousel,4,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,pooled_carousel,5,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,pooled_carousel,6,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,64,pooled_carousel,7,3728384,7282.000000,7282
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,512,equal_split_striping,0,3817472,7456.000000,7456
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,periodic-fast-slow-alternation,none,8,512,equal_split_striping,1,3817472,7456.000000,7456
