task_index,task_key,profile_name,placement_id,barrier_ns,sender_ns,receiver0_ns,receiver1_ns,receiver2_ns,emissions,useful_emissions,tree0_emissions,tree1_emissions,drops,blocking_waits,positive_round_deficits,ack_probes,stall_ppm,link_drops,background_trunk_utilization_ppm,a4_trace_correlation_ppm,tree0_bytes,tree1_bytes,maximum_mailbox_high_water,foreground_egress_wire_bytes,modeled_egress_nano_usd
81,slice=main;profile=digitalocean-like;placement=1;utilization=70;jitter=true;protocol=Cloudcast POLICY on wansim transport;K=8192;seed=1;cadence=1x;admission=hybrid-drop;slow=none;sessions=1;cloudcast-shared-topology=true,digitalocean-like,west-origin,1747781944,1799090529,1057916570,1038759207,1747781944,8192,8192,4096,4096,0,0,0,0,119939,0,162078,17730,27268176,18878008,12920,25888248,207108
